,IncidentID,Timestamp,Resource,UserID,IncidentType,Severity,ResolutionTime,Recurring,AnomalyScore,IncidentFrequency,AvgResolutionTime
72,INC_73,2023-01-02 12:31:00,Resource_41,User_480,Security Breach,High,45.780151106692884,False,0.07523290427725737,199,25.46658717782988
73,INC_74,2023-07-29 21:29:00,Resource_6,User_480,Hardware Failure,High,35.46253364922986,False,0.8756818527003077,183,22.042302778119442
74,INC_75,2023-08-15 05:03:00,Resource_49,User_140,Performance,Medium,26.76601742243633,False,0.784188204457888,212,25.32982655775149
75,INC_76,2023-08-20 17:56:00,Resource_27,User_429,Performance,Low,43.852646383372345,True,0.20189069780266633,205,24.830993931499957
76,INC_77,2023-06-25 12:50:00,Resource_7,User_495,Performance,Low,25.18630341259807,False,0.2852377476375333,193,25.029370385554785
77,INC_78,2023-10-23 19:20:00,Resource_1,User_71,Performance,Low,36.064071210161686,False,0.02390873480240341,171,26.842257797962112
78,INC_79,2023-05-11 06:30:00,Resource_6,User_233,Performance,High,47.76036726027097,False,0.1899261716246985,183,22.042302778119442
79,INC_80,2023-02-12 14:44:00,Resource_33,User_28,Performance,Low,47.249968495699235,False,0.7181681843406887,206,24.591833267190506
80,INC_81,2023-10-11 11:24:00,Resource_1,User_122,Outage,Medium,0.5102973213954072,False,0.9560854575801004,171,26.842257797962112
81,INC_82,2023-08-23 05:20:00,Resource_14,User_367,Configuration Issue,Low,11.942610817599965,False,0.12593269480385472,224,23.32180722249366
82,INC_83,2023-12-25 22:00:00,Resource_44,User_469,Outage,Medium,1.3367107694471492,False,0.541635755819536,212,26.252018199163413
83,INC_84,2023-07-03 00:19:00,Resource_13,User_202,Outage,Low,11.240172263261606,False,0.06354194192213258,217,22.00737491355756
84,INC_85,2023-06-15 15:51:00,Resource_13,User_328,Performance,Low,18.613703215201067,False,0.548296849394433,217,22.00737491355756
85,INC_86,2023-08-01 04:54:00,Resource_28,User_309,Configuration Issue,Low,14.901086408970288,False,0.8954275397196176,202,19.933371874976707
86,INC_87,2023-06-30 02:07:00,Resource_33,User_320,Performance,Low,18.2310073139379,False,0.38064399822100925,206,24.591833267190506
87,INC_88,2023-01-01 05:00:00,Resource_21,User_499,Outage,Low,26.062922237422672,False,0.19631396168200788,226,26.063278707249374
88,INC_89,2023-04-14 01:01:00,Resource_46,User_447,Performance,High,16.506956761174084,True,0.9403799419776868,204,26.306412962046185
89,INC_90,2023-02-13 01:48:00,Resource_32,User_497,Outage,Low,0.8768014740726624,True,0.6755455537681795,215,25.299133142740732
90,INC_91,2023-11-01 23:45:00,Resource_29,User_3,Performance,Medium,8.081900687890057,False,0.2066648996787629,192,23.27280154706603
91,INC_92,2023-08-11 13:19:00,Resource_8,User_16,Outage,High,11.903193732218034,False,0.039592281945200036,186,27.971253013546825
92,INC_93,2023-12-09 03:21:00,Resource_42,User_427,Security Breach,High,39.202184706562676,False,0.4315660913684958,205,23.068957820629574
93,INC_94,2023-03-20 05:15:00,Resource_48,User_288,Performance,High,46.80317296117135,True,0.3111142173774508,176,24.757290360442337
94,INC_95,2023-09-06 01:40:00,Resource_47,User_335,Outage,Low,4.847005493486078,False,0.8733006547879995,174,24.541461616060012
95,INC_96,2023-08-12 17:04:00,Resource_39,User_143,Performance,Medium,27.87694191557103,True,0.9306706150272037,186,27.343726920842936
96,INC_97,2023-04-16 03:13:00,Resource_35,User_235,Performance,Low,33.344360790207816,False,0.9310266302852069,196,21.90481647569547
97,INC_98,2023-08-08 02:25:00,Resource_23,User_157,Hardware Failure,Medium,47.14980414647672,False,0.04177969538442927,216,24.10607197116111
98,INC_99,2023-09-13 21:06:00,Resource_16,User_474,Performance,Low,2.4034465189945964,True,0.528750322953354,182,23.310191337789504
99,INC_100,2023-02-05 03:33:00,Resource_7,User_297,Outage,High,20.734324834501997,False,0.048876813333254,193,25.029370385554785
100,INC_101,2023-12-28 08:58:00,Resource_43,User_217,Outage,Low,39.836404329115325,True,0.8773861217341786,197,24.62923059970586
101,INC_102,2023-10-23 16:10:00,Resource_45,User_354,Hardware Failure,Medium,3.1064358344273684,False,0.8428729790748791,203,26.068083629032337
102,INC_103,2023-09-15 08:34:00,Resource_33,User_162,Performance,Low,3.4448295987194113,False,0.11865605065716411,206,24.591833267190506
103,INC_104,2023-12-14 19:04:00,Resource_11,User_407,Hardware Failure,Medium,23.203064015223923,True,0.5771318967333935,230,24.28690739668626
104,INC_105,2023-07-03 10:34:00,Resource_42,User_320,Configuration Issue,Medium,22.081819619520687,False,0.9206740416557944,205,23.068957820629574
105,INC_106,2023-05-12 21:08:00,Resource_44,User_176,Configuration Issue,Low,43.9700721148573,False,0.4143914325260114,212,26.252018199163413
106,INC_107,2023-03-30 06:34:00,Resource_46,User_143,Security Breach,Low,37.101164752965936,False,0.8238568417980959,204,26.306412962046185
107,INC_108,2023-11-27 11:16:00,Resource_42,User_115,Performance,Low,16.885229097462027,False,0.6692568451440635,205,23.068957820629574
108,INC_109,2023-05-01 22:13:00,Resource_14,User_434,Outage,Critical,19.777115426977176,False,0.04426602473024688,224,23.32180722249366
109,INC_110,2023-09-26 01:14:00,Resource_43,User_270,Outage,Low,47.16144866805766,False,0.9403230801504553,197,24.62923059970586
110,INC_111,2023-12-05 08:18:00,Resource_19,User_245,Configuration Issue,Medium,22.07091109495392,True,0.7446105243414862,199,28.517720736279347
111,INC_112,2023-07-06 16:50:00,Resource_16,User_60,Performance,Medium,1.655889073246019,False,0.3018575585247236,182,23.310191337789504
112,INC_113,2023-07-24 19:25:00,Resource_8,User_291,Hardware Failure,High,3.4490223046874036,False,0.6934765816303613,186,27.971253013546825
113,INC_114,2023-09-14 02:37:00,Resource_36,User_172,Configuration Issue,Low,27.800717035138295,False,0.919271692530547,205,25.048608777424867
114,INC_115,2023-08-17 14:29:00,Resource_25,User_340,Configuration Issue,Medium,15.072642993973375,False,0.20874690183758648,206,22.811174843273616
115,INC_116,2023-01-19 12:30:00,Resource_13,User_483,Hardware Failure,High,38.14754652892233,True,0.6576775087657304,217,22.00737491355756
116,INC_117,2023-11-02 02:05:00,Resource_28,User_347,Performance,High,35.17982842813963,False,0.7071718223521736,202,19.933371874976707
117,INC_118,2023-01-23 12:25:00,Resource_24,User_359,Performance,Low,25.741843692600394,False,0.3670988648735709,192,22.437784325115253
118,INC_119,2023-08-11 08:31:00,Resource_49,User_160,Performance,Medium,28.727664077412175,False,0.25259299922454714,212,25.32982655775149
119,INC_120,2023-03-10 16:31:00,Resource_21,User_216,Hardware Failure,Low,32.33250041369483,False,0.5812406410492643,226,26.063278707249374
120,INC_121,2023-11-23 21:37:00,Resource_34,User_315,Configuration Issue,Medium,6.714457514911655,False,0.847351189883808,178,25.76742613517952
121,INC_122,2023-08-10 14:51:00,Resource_4,User_242,Configuration Issue,Critical,46.64702220446981,False,0.2382995340674664,223,23.936150145745316
122,INC_123,2023-11-10 10:07:00,Resource_19,User_204,Configuration Issue,Low,2.253155504913829,False,0.9199422593391334,199,28.517720736279347
123,INC_124,2023-05-09 16:44:00,Resource_42,User_393,Performance,Low,16.77197360925366,False,0.6371887925771011,205,23.068957820629574
124,INC_125,2023-01-11 01:45:00,Resource_34,User_271,Performance,Medium,19.080344753020974,False,0.14286047689340875,178,25.76742613517952
125,INC_126,2023-10-13 01:05:00,Resource_6,User_301,Outage,Medium,15.987152668564507,False,0.9258746392456456,183,22.042302778119442
126,INC_127,2023-10-03 23:20:00,Resource_5,User_7,Security Breach,Low,35.6208762067679,False,0.2514983244608705,181,22.467253029333996
127,INC_128,2023-02-11 03:01:00,Resource_20,User_297,Configuration Issue,High,17.795124683102358,False,0.35179494545426127,219,25.390356486197604
128,INC_129,2023-04-02 11:08:00,Resource_27,User_67,Performance,Medium,15.889300031724943,True,0.8990943339218859,205,24.830993931499957
129,INC_130,2023-08-07 02:50:00,Resource_44,User_248,Performance,Low,47.44585215376218,False,0.9598399237568691,212,26.252018199163413
130,INC_131,2023-06-12 22:50:00,Resource_16,User_22,Performance,Critical,35.35530422931116,False,0.06088554782685596,182,23.310191337789504
131,INC_132,2023-12-20 19:08:00,Resource_9,User_65,Performance,High,33.561724161098,False,0.5207276594274144,185,21.831203880531504
132,INC_133,2023-04-01 14:09:00,Resource_26,User_480,Performance,Medium,11.167077537339678,False,0.35506545199298534,212,25.92297915670421
133,INC_134,2023-01-15 06:00:00,Resource_9,User_320,Performance,Medium,16.008547488262273,False,0.19856934196304799,185,21.831203880531504
134,INC_135,2023-08-01 13:03:00,Resource_11,User_453,Configuration Issue,Low,2.380121957449637,True,0.09242554320540108,230,24.28690739668626
135,INC_136,2023-11-26 14:20:00,Resource_27,User_201,Outage,Medium,37.27867299688654,False,0.7525674227146475,205,24.830993931499957
136,INC_137,2023-12-11 08:29:00,Resource_22,User_57,Outage,Low,47.5683964359514,False,0.2674910337159393,207,26.27448170125691
137,INC_138,2023-11-22 20:05:00,Resource_16,User_297,Configuration Issue,Low,4.257316090905693,False,0.868644274100653,182,23.310191337789504
138,INC_139,2023-08-23 23:23:00,Resource_41,User_221,Performance,Medium,30.1273921089107,True,0.0009676767868207481,199,25.46658717782988
139,INC_140,2023-11-21 07:59:00,Resource_25,User_277,Hardware Failure,Low,12.121330819228074,False,0.8140697191041729,206,22.811174843273616
140,INC_141,2023-02-03 09:00:00,Resource_46,User_327,Security Breach,High,43.25624655208379,False,0.5840298641793007,204,26.306412962046185
141,INC_142,2023-07-17 02:29:00,Resource_9,User_214,Performance,Low,6.090459176586029,False,0.05472721192117569,185,21.831203880531504
142,INC_143,2023-12-13 15:19:00,Resource_36,User_107,Security Breach,Medium,11.975706985945692,False,0.1036113504329842,205,25.048608777424867
143,INC_144,2023-07-09 22:25:00,Resource_29,User_176,Performance,Low,34.3974528265054,False,0.34969777281256686,192,23.27280154706603
144,INC_145,2023-04-17 22:39:00,Resource_41,User_33,Outage,High,5.393901512390581,False,0.4060330371787477,199,25.46658717782988
145,INC_146,2023-11-23 21:44:00,Resource_2,User_188,Security Breach,Low,1.0976146008305059,False,0.8995188157896612,196,22.5212252802103
146,INC_147,2023-09-16 01:51:00,Resource_32,User_254,Configuration Issue,Medium,30.971634425060824,True,0.8681901554551954,215,25.299133142740732
147,INC_148,2023-12-01 00:31:00,Resource_40,User_142,Performance,Medium,7.5220909564977205,False,0.9647960496909689,193,25.061180359103435
148,INC_149,2023-04-15 04:15:00,Resource_25,User_42,Outage,Medium,28.48523609721803,False,0.20259164229031223,206,22.811174843273616
149,INC_150,2023-11-02 18:29:00,Resource_6,User_11,Outage,Medium,41.190100887895504,False,0.5784569556554457,183,22.042302778119442
150,INC_151,2023-01-24 00:33:00,Resource_28,User_240,Configuration Issue,Low,29.782458888786877,False,0.8107576113278505,202,19.933371874976707
151,INC_152,2023-05-11 20:01:00,Resource_41,User_159,Performance,Low,10.881503352212736,False,0.36036621556518555,199,25.46658717782988
152,INC_153,2023-06-23 02:59:00,Resource_21,User_290,Outage,Medium,10.34128175914747,False,0.8989331728180465,226,26.063278707249374
153,INC_154,2023-05-14 06:58:00,Resource_47,User_439,Performance,Medium,15.429246598930936,False,0.10887043126412388,174,24.541461616060012
154,INC_155,2023-11-11 12:44:00,Resource_11,User_260,Performance,Low,13.45070849794051,False,0.3304630992600569,230,24.28690739668626
155,INC_156,2023-07-20 18:28:00,Resource_3,User_146,Security Breach,Low,5.448875727763086,True,0.2611077323116382,216,22.967378535864746
156,INC_157,2023-08-10 23:09:00,Resource_19,User_92,Configuration Issue,Low,38.6131047312009,True,0.5365267918641576,199,28.517720736279347
157,INC_158,2023-01-13 05:58:00,Resource_14,User_381,Performance,Medium,5.42655039818979,False,0.2614906138420324,224,23.32180722249366
158,INC_159,2023-04-30 19:30:00,Resource_3,User_401,Performance,High,8.722057262148065,False,0.40478028840671565,216,22.967378535864746
159,INC_160,2023-09-03 02:17:00,Resource_2,User_12,Configuration Issue,Low,47.65530996393759,False,0.9679422077218272,196,22.5212252802103
160,INC_161,2023-01-11 01:16:00,Resource_43,User_80,Security Breach,Medium,14.842755072424959,False,0.9214185272784331,197,24.62923059970586
161,INC_162,2023-04-26 14:44:00,Resource_26,User_91,Performance,Low,31.7764468276576,False,0.40423576674692163,212,25.92297915670421
162,INC_163,2023-10-21 01:19:00,Resource_33,User_351,Performance,Medium,7.771625811312406,True,0.8507384316331607,206,24.591833267190506
163,INC_164,2023-09-19 07:52:00,Resource_25,User_135,Configuration Issue,Medium,15.93130620448626,True,0.2459550854051865,206,22.811174843273616
164,INC_165,2023-03-03 03:57:00,Resource_7,User_163,Hardware Failure,Low,31.035419100493986,False,0.36087793648131916,193,25.029370385554785
165,INC_166,2023-06-30 09:18:00,Resource_36,User_7,Performance,Low,4.590140352932349,False,0.576672532672554,205,25.048608777424867
166,INC_167,2023-08-20 07:53:00,Resource_25,User_163,Performance,High,37.533042216543116,False,0.6064764512705342,206,22.811174843273616
167,INC_168,2023-03-21 13:51:00,Resource_5,User_419,Hardware Failure,High,28.29930967868621,False,0.15009303112596206,181,22.467253029333996
168,INC_169,2023-12-19 00:38:00,Resource_50,User_440,Performance,Low,13.572422020102774,False,0.5390362018470335,198,28.862932321731357
169,INC_170,2023-03-16 10:11:00,Resource_39,User_128,Performance,Medium,32.251131170637976,False,0.3415711064843848,186,27.343726920842936
170,INC_171,2023-04-13 06:01:00,Resource_33,User_173,Hardware Failure,Low,14.05485447513919,False,0.341080860273142,206,24.591833267190506
171,INC_172,2023-01-05 05:30:00,Resource_24,User_457,Performance,Medium,7.958391683750322,False,0.5070464313283399,192,22.437784325115253
172,INC_173,2023-01-05 09:16:00,Resource_48,User_391,Outage,Low,13.055216837635191,False,0.42053570064208556,176,24.757290360442337
173,INC_174,2023-10-15 10:34:00,Resource_1,User_204,Configuration Issue,Low,7.407452782896407,True,0.21392765390776902,171,26.842257797962112
174,INC_175,2023-07-14 17:47:00,Resource_47,User_222,Outage,Low,25.054375684666237,False,0.7104197026866543,174,24.541461616060012
175,INC_176,2023-03-29 06:07:00,Resource_49,User_17,Performance,High,12.781841950419455,False,0.38877480366217254,212,25.32982655775149
176,INC_177,2023-11-26 11:23:00,Resource_36,User_197,Outage,Low,19.761646338007235,False,0.6672319014853166,205,25.048608777424867
177,INC_178,2023-03-05 11:24:00,Resource_17,User_401,Configuration Issue,Medium,34.08629031776722,False,0.8703865132199533,207,22.871756863293022
178,INC_179,2023-08-29 17:14:00,Resource_7,User_11,Hardware Failure,Low,46.05082801682952,False,0.0992335854443388,193,25.029370385554785
179,INC_180,2023-03-10 21:41:00,Resource_18,User_97,Outage,Medium,28.20136326741433,True,0.9055466082850512,197,17.68689706354137
180,INC_181,2023-10-20 06:14:00,Resource_9,User_48,Hardware Failure,Low,6.906978908438734,False,0.10567671553010871,185,21.831203880531504
181,INC_182,2023-06-24 18:46:00,Resource_3,User_235,Outage,High,4.247160667323448,False,0.01803708536708526,216,22.967378535864746
182,INC_183,2023-11-30 17:13:00,Resource_13,User_256,Performance,Medium,34.605328284896196,True,0.9960813631928727,217,22.00737491355756
183,INC_184,2023-04-10 08:06:00,Resource_6,User_291,Configuration Issue,High,2.412814480606204,False,0.04782258472577772,183,22.042302778119442
184,INC_185,2023-12-13 13:50:00,Resource_30,User_212,Hardware Failure,Medium,30.728747680948132,True,0.3779860452669004,178,24.42169410030016
185,INC_186,2023-03-09 09:40:00,Resource_33,User_351,Performance,Low,7.152731654720034,False,0.43340601751994556,206,24.591833267190506
186,INC_187,2023-10-01 01:34:00,Resource_16,User_343,Hardware Failure,Low,28.471917900625026,False,0.16824052342494422,182,23.310191337789504
187,INC_188,2023-07-30 15:59:00,Resource_26,User_485,Configuration Issue,Critical,46.57598804287028,True,0.9518787790829862,212,25.92297915670421
188,INC_189,2023-10-30 12:14:00,Resource_33,User_202,Security Breach,Low,5.300179355504271,False,0.6018050965575296,206,24.591833267190506
189,INC_190,2023-10-05 11:08:00,Resource_8,User_417,Outage,Medium,44.35385237125823,False,0.5227586622909662,186,27.971253013546825
190,INC_191,2023-03-18 13:31:00,Resource_17,User_367,Performance,High,47.28237999924133,False,0.7682618043817148,207,22.871756863293022
191,INC_192,2023-10-12 22:04:00,Resource_37,User_365,Hardware Failure,Medium,1.308546695780473,False,0.03249720794292554,201,26.778906186990593
192,INC_193,2023-08-24 21:51:00,Resource_17,User_169,Outage,High,18.93466033163498,False,0.4690996019667901,207,22.871756863293022
193,INC_194,2023-07-05 01:42:00,Resource_25,User_399,Performance,Low,39.22157496587465,True,0.7586972859170172,206,22.811174843273616
194,INC_195,2023-03-18 09:08:00,Resource_38,User_223,Configuration Issue,Medium,33.80248620448622,True,0.04828377181644783,175,25.5903889813053
195,INC_196,2023-09-22 10:40:00,Resource_4,User_303,Performance,High,14.71432683560969,False,0.7257601597982009,223,23.936150145745316
196,INC_197,2023-07-21 08:00:00,Resource_11,User_99,Configuration Issue,Low,44.14574240490785,False,0.24392062264080117,230,24.28690739668626
197,INC_198,2023-03-13 16:06:00,Resource_36,User_198,Performance,Low,20.369384514333237,False,0.7228754462372318,205,25.048608777424867
198,INC_199,2023-08-13 04:08:00,Resource_30,User_464,Performance,Low,18.57685055403431,True,0.5829405832891138,178,24.42169410030016
199,INC_200,2023-08-16 00:19:00,Resource_11,User_53,Outage,Medium,17.233020945710862,False,0.8250038129170126,230,24.28690739668626
200,INC_201,2023-10-25 10:36:00,Resource_29,User_190,Configuration Issue,Medium,41.99075697632332,True,0.27338721419004663,192,23.27280154706603
201,INC_202,2023-09-07 00:44:00,Resource_44,User_69,Outage,Low,44.22856588761637,True,0.33165077229882833,212,26.252018199163413
202,INC_203,2023-03-03 20:03:00,Resource_27,User_421,Configuration Issue,High,3.8964222775144726,False,0.4712549017771974,205,24.830993931499957
203,INC_204,2023-12-16 09:57:00,Resource_2,User_81,Performance,High,46.3854417285862,False,0.01868441661095832,196,22.5212252802103
204,INC_205,2023-01-02 22:44:00,Resource_8,User_55,Configuration Issue,High,40.30095620119576,True,0.2679935956874623,186,27.971253013546825
