Timestamp,UserID,Action,Resource,IP_Address,Location,Success
2024-01-02 03:17:00,User_88,Login,N/A,192.168.90.49,Branch_Office,N/A
2024-01-02 03:32:00,User_85,Login,N/A,192.168.59.199,HQ,N/A
2024-01-02 04:02:00,User_64,File_Access,N/A,192.168.2.163,Branch_Office,N/A
2024-01-02 04:14:00,User_8,Login,N/A,192.168.71.210,Branch_Office,N/A
2024-01-02 04:14:00,User_68,Logout,Server_2,192.168.182.228,Branch_Office,N/A
2024-01-02 06:47:00,User_25,Failed_Login,N/A,192.168.251.184,Remote,N/A
2024-01-02 10:34:00,User_25,Logout,N/A,192.168.51.168,HQ,False
2024-01-02 12:59:00,User_32,Failed_Login,N/A,192.168.161.117,Remote,N/A
2024-01-02 13:53:00,User_50,File_Access,N/A,192.168.89.119,HQ,N/A
2024-01-02 14:45:00,User_61,Login,N/A,192.168.216.22,HQ,False
2024-01-02 14:55:00,User_40,Login,N/A,192.168.207.136,Branch_Office,N/A
2024-01-02 14:55:00,User_61,Login,N/A,192.168.107.164,Branch_Office,N/A
2024-01-02 18:43:00,User_100,Configuration_Change,N/A,192.168.170.84,HQ,N/A
2024-01-02 19:07:00,User_84,Login,N/A,192.168.182.181,HQ,N/A
2024-01-02 19:07:00,User_12,Configuration_Change,Server_2,192.168.87.198,HQ,N/A
2024-01-02 22:24:00,User_58,File_Access,N/A,192.168.110.193,HQ,N/A
2024-01-02 22:53:00,User_21,Configuration_Change,N/A,192.168.88.254,HQ,True
2024-01-02 23:41:00,User_48,File_Access,N/A,192.168.246.125,Branch_Office,N/A
2024-01-02 23:41:00,User_37,Login,N/A,192.168.11.6,Remote,True
2024-01-03 00:27:00,User_77,Failed_Login,File_1,192.168.205.53,Remote,N/A
2024-01-03 04:26:00,User_95,Configuration_Change,N/A,192.168.160.183,Branch_Office,N/A
2024-01-03 04:32:00,User_97,Login,N/A,192.168.100.141,Branch_Office,True
2024-01-03 04:32:00,User_9,File_Access,File_2,192.168.80.169,Remote,N/A
2024-01-03 04:53:00,User_80,Configuration_Change,N/A,192.168.169.205,HQ,N/A
2024-01-03 05:16:00,User_91,Login,File_2,192.168.220.18,Branch_Office,N/A
2024-01-03 05:16:00,User_91,Login,N/A,192.168.139.171,HQ,N/A
2024-01-03 05:16:00,User_49,Failed_Login,File_2,192.168.160.196,Remote,N/A
2024-01-03 05:25:00,User_99,Configuration_Change,N/A,192.168.177.172,HQ,N/A
2024-01-03 06:12:00,User_13,Failed_Login,N/A,192.168.121.171,HQ,N/A
2024-01-03 06:12:00,User_29,Logout,File_2,192.168.138.168,Remote,False
2024-01-03 07:46:00,User_92,Logout,File_2,192.168.205.125,Remote,False
2024-01-03 11:40:00,User_16,Logout,N/A,192.168.218.247,HQ,False
2024-01-03 16:26:00,User_64,Configuration_Change,N/A,192.168.221.50,HQ,N/A
2024-01-03 17:33:00,User_59,Failed_Login,Database_1,192.168.177.228,Branch_Office,False
2024-01-04 01:24:00,User_96,Logout,N/A,192.168.1.220,Remote,N/A
2024-01-04 03:06:00,User_48,File_Access,N/A,192.168.141.13,HQ,N/A
2024-01-04 04:06:00,User_52,Login,N/A,192.168.57.51,Remote,N/A
2024-01-04 04:06:00,User_80,Failed_Login,Server_1,192.168.58.13,HQ,N/A
2024-01-04 04:23:00,User_39,Logout,N/A,192.168.213.177,Remote,N/A
2024-01-04 07:04:00,User_54,File_Access,Server_2,192.168.213.127,Branch_Office,False
2024-01-04 07:38:00,User_11,Failed_Login,N/A,192.168.31.27,Branch_Office,N/A
2024-01-04 07:45:00,User_25,File_Access,Database_1,192.168.0.28,Branch_Office,N/A
2024-01-04 07:59:00,User_76,Failed_Login,N/A,192.168.41.102,Remote,N/A
2024-01-04 07:59:00,User_29,Configuration_Change,N/A,192.168.226.141,Branch_Office,N/A
2024-01-04 07:59:00,User_71,Logout,N/A,192.168.7.145,Branch_Office,True
2024-01-04 08:07:00,User_87,Failed_Login,N/A,192.168.74.6,HQ,True
2024-01-04 12:16:00,User_71,Failed_Login,N/A,192.168.170.95,HQ,N/A
2024-01-04 12:16:00,User_20,File_Access,Server_1,192.168.68.154,Branch_Office,N/A
2024-01-04 12:53:00,User_67,Failed_Login,N/A,192.168.221.171,Branch_Office,False
2024-01-04 12:53:00,User_75,Failed_Login,N/A,192.168.130.104,Remote,N/A
2024-01-04 12:53:00,User_8,Login,N/A,192.168.192.122,Branch_Office,N/A
2024-01-04 12:53:00,User_64,File_Access,N/A,192.168.138.124,Remote,True
2024-01-04 12:53:00,User_23,Logout,N/A,192.168.35.83,Remote,N/A
2024-01-04 12:54:00,User_92,File_Access,N/A,192.168.208.154,Remote,False
2024-01-04 12:54:00,User_38,Login,N/A,192.168.26.3,Branch_Office,N/A
2024-01-04 12:54:00,User_47,File_Access,N/A,192.168.109.250,Branch_Office,N/A
2024-01-04 13:17:00,User_81,File_Access,Server_1,192.168.130.178,HQ,N/A
2024-01-04 13:24:00,User_74,Configuration_Change,N/A,192.168.223.143,Branch_Office,N/A
2024-01-04 13:24:00,User_65,Login,File_2,192.168.10.5,Branch_Office,N/A
2024-01-04 15:13:00,User_44,File_Access,N/A,192.168.119.132,HQ,True
2024-01-04 16:22:00,User_51,Login,N/A,192.168.30.154,Branch_Office,N/A
2024-01-04 18:18:00,User_79,Failed_Login,N/A,192.168.41.94,Remote,N/A
2024-01-04 18:28:00,User_78,Login,Database_1,192.168.187.211,Remote,N/A
2024-01-04 19:24:00,User_46,Failed_Login,N/A,192.168.150.192,HQ,N/A
2024-01-04 19:51:00,User_48,Logout,N/A,192.168.149.193,HQ,N/A
2024-01-04 21:54:00,User_75,Logout,Database_1,192.168.57.232,Remote,N/A
2024-01-04 21:54:00,User_19,Logout,N/A,192.168.118.212,HQ,N/A
2024-01-04 22:51:00,User_44,Configuration_Change,N/A,192.168.147.93,Remote,N/A
2024-01-05 01:34:00,User_29,Configuration_Change,N/A,192.168.82.91,HQ,False
2024-01-05 01:34:00,User_6,Failed_Login,Server_1,192.168.251.231,HQ,False
2024-01-05 05:41:00,User_48,Logout,N/A,192.168.221.67,Remote,N/A
2024-01-05 06:39:00,User_64,Failed_Login,N/A,192.168.116.138,HQ,N/A
2024-01-05 12:03:00,User_74,Configuration_Change,Server_1,192.168.128.22,Branch_Office,N/A
2024-01-05 13:36:00,User_91,Configuration_Change,File_1,192.168.244.18,Remote,N/A
2024-01-05 14:55:00,User_16,Configuration_Change,N/A,192.168.145.148,Branch_Office,N/A
2024-01-05 14:55:00,User_7,Configuration_Change,N/A,192.168.180.204,Branch_Office,N/A
2024-01-05 15:21:00,User_68,Configuration_Change,File_2,192.168.91.86,HQ,N/A
2024-01-05 15:21:00,User_32,Login,N/A,192.168.115.64,Branch_Office,N/A
2024-01-05 15:21:00,User_25,File_Access,Database_1,192.168.142.126,HQ,N/A
2024-01-05 15:25:00,User_37,Logout,Server_1,192.168.160.168,Remote,N/A
2024-01-05 15:25:00,User_49,File_Access,N/A,192.168.201.109,Remote,N/A
2024-01-05 15:25:00,User_8,Login,N/A,192.168.225.61,HQ,N/A
2024-01-05 15:30:00,User_55,Failed_Login,Database_1,192.168.143.53,HQ,False
2024-01-05 15:30:00,User_46,Configuration_Change,N/A,192.168.193.242,Branch_Office,N/A
2024-01-05 16:34:00,User_16,File_Access,N/A,192.168.53.205,Remote,N/A
2024-01-05 16:34:00,User_49,Failed_Login,N/A,192.168.235.114,Branch_Office,N/A
2024-01-05 17:01:00,User_2,Login,Server_2,192.168.53.153,HQ,N/A
2024-01-05 19:48:00,User_48,Configuration_Change,N/A,192.168.82.198,Branch_Office,N/A
2024-01-05 19:48:00,User_33,Configuration_Change,File_2,192.168.3.52,Remote,N/A
2024-01-05 19:58:00,User_49,Login,N/A,192.168.106.15,Remote,False
2024-01-05 19:58:00,User_69,File_Access,Database_1,192.168.197.181,Branch_Office,N/A
2024-01-05 20:24:00,User_63,Logout,N/A,192.168.80.224,Remote,N/A
2024-01-05 20:24:00,User_23,Failed_Login,Server_2,192.168.74.166,HQ,N/A
2024-01-06 00:43:00,User_64,Login,N/A,192.168.104.230,Remote,N/A
2024-01-06 00:43:00,User_75,Logout,File_1,192.168.116.31,HQ,N/A
2024-01-06 07:24:00,User_88,Login,N/A,192.168.44.44,Branch_Office,N/A
2024-01-06 07:55:00,User_63,File_Access,File_1,192.168.170.166,HQ,N/A
2024-01-06 07:55:00,User_91,Configuration_Change,N/A,192.168.165.43,Branch_Office,N/A
2024-01-06 08:44:00,User_24,File_Access,N/A,192.168.181.22,HQ,True
2024-01-06 10:34:00,User_95,Logout,N/A,192.168.1.129,Branch_Office,True
2024-01-06 11:15:00,User_65,File_Access,N/A,192.168.58.237,Remote,N/A
2024-01-06 11:15:00,User_30,Failed_Login,N/A,192.168.44.183,HQ,N/A
2024-01-06 17:11:00,User_32,Login,Database_1,192.168.105.0,Branch_Office,N/A
2024-01-06 17:11:00,User_85,Logout,N/A,192.168.14.1,Remote,N/A
2024-01-06 17:33:00,User_79,Login,File_1,192.168.30.15,Remote,N/A
2024-01-06 17:33:00,User_5,Failed_Login,N/A,192.168.132.130,Remote,True
2024-01-06 17:33:00,User_42,Failed_Login,N/A,192.168.193.254,Remote,True
2024-01-06 17:33:00,User_13,Logout,N/A,192.168.201.73,HQ,N/A
2024-01-06 22:37:00,User_14,Configuration_Change,N/A,192.168.12.140,Remote,N/A
2024-01-06 23:54:00,User_89,Configuration_Change,File_1,192.168.65.194,HQ,N/A
2024-01-06 23:54:00,User_83,File_Access,N/A,192.168.236.68,Branch_Office,N/A
2024-01-06 23:54:00,User_32,Logout,N/A,192.168.56.158,Branch_Office,N/A
2024-01-06 23:54:00,User_37,Configuration_Change,Server_1,192.168.131.191,HQ,N/A
2024-01-06 23:54:00,User_10,Login,N/A,192.168.86.75,Remote,N/A
2024-01-07 02:25:00,User_20,Failed_Login,N/A,192.168.31.106,HQ,N/A
2024-01-07 04:10:00,User_25,Configuration_Change,N/A,192.168.133.237,Remote,N/A
2024-01-07 04:10:00,User_12,Login,Database_1,192.168.219.25,Remote,N/A
2024-01-07 04:49:00,User_29,Login,Server_2,192.168.100.31,HQ,N/A
2024-01-07 04:49:00,User_39,Login,N/A,192.168.211.38,HQ,N/A
2024-01-07 05:39:00,User_85,Logout,File_1,192.168.161.111,Branch_Office,N/A
2024-01-07 05:47:00,User_72,Logout,N/A,192.168.113.87,HQ,N/A
2024-01-07 06:24:00,User_39,Failed_Login,N/A,192.168.182.107,Remote,N/A
2024-01-07 06:42:00,User_75,Logout,N/A,192.168.21.3,Branch_Office,N/A
2024-01-07 08:11:00,User_55,File_Access,N/A,192.168.79.66,Remote,False
2024-01-07 08:56:00,User_22,Configuration_Change,N/A,192.168.165.243,Remote,False
2024-01-07 08:57:00,User_14,Login,File_2,192.168.220.241,HQ,N/A
2024-01-07 09:16:00,User_32,Login,Server_1,192.168.197.139,Branch_Office,N/A
2024-01-07 09:16:00,User_18,Configuration_Change,N/A,192.168.37.240,Remote,N/A
2024-01-07 09:58:00,User_20,Logout,Server_1,192.168.5.81,HQ,N/A
2024-01-07 10:20:00,User_1,Login,Server_1,192.168.147.191,HQ,N/A
2024-01-07 14:25:00,User_68,Login,N/A,192.168.67.22,Branch_Office,N/A
2024-01-07 15:11:00,User_54,File_Access,N/A,192.168.217.11,Remote,True
2024-01-07 15:14:00,User_27,Configuration_Change,Server_1,192.168.178.68,Branch_Office,N/A
2024-01-07 15:14:00,User_23,File_Access,Server_1,192.168.115.51,Remote,N/A
2024-01-07 16:00:00,User_81,Failed_Login,N/A,192.168.117.231,Remote,N/A
2024-01-07 16:00:00,User_97,Configuration_Change,N/A,192.168.164.227,Remote,N/A
2024-01-07 16:00:00,User_67,Configuration_Change,N/A,192.168.72.218,HQ,N/A
2024-01-07 16:00:00,User_85,Logout,Database_1,192.168.95.254,Branch_Office,True
2024-01-07 16:51:00,User_36,Configuration_Change,Server_1,192.168.66.172,HQ,N/A
2024-01-07 18:29:00,User_100,Failed_Login,Server_1,192.168.233.222,HQ,N/A
2024-01-07 19:57:00,User_86,Logout,Server_2,192.168.150.88,Branch_Office,N/A
2024-01-07 19:57:00,User_91,Logout,Database_1,192.168.117.255,Remote,N/A
2024-01-07 20:16:00,User_16,Logout,N/A,192.168.86.143,Remote,N/A
2024-01-07 21:45:00,User_68,File_Access,N/A,192.168.79.128,Branch_Office,N/A
2024-01-07 21:52:00,User_68,Login,N/A,192.168.38.170,HQ,True
2024-01-07 22:37:00,User_65,Logout,Server_1,192.168.118.113,HQ,N/A
2024-01-07 22:37:00,User_88,Failed_Login,N/A,192.168.69.230,HQ,N/A
2024-01-07 22:55:00,User_5,Login,N/A,192.168.190.97,HQ,N/A
2024-01-07 22:55:00,User_59,Login,Server_2,192.168.115.163,Remote,N/A
2024-01-08 00:11:00,User_6,File_Access,N/A,192.168.117.227,HQ,N/A
2024-01-08 00:11:00,User_82,Login,File_2,192.168.112.120,HQ,False
2024-01-08 03:00:00,User_43,File_Access,N/A,192.168.131.90,HQ,N/A
2024-01-08 04:16:00,User_44,Configuration_Change,N/A,192.168.182.89,Remote,N/A
2024-01-08 07:47:00,User_27,Logout,File_1,192.168.195.19,HQ,False
2024-01-08 09:56:00,User_82,Configuration_Change,Server_2,192.168.70.210,Branch_Office,N/A
2024-01-08 10:01:00,User_68,Logout,N/A,192.168.193.104,HQ,N/A
2024-01-08 13:09:00,User_81,File_Access,File_2,192.168.41.89,HQ,N/A
2024-01-08 13:09:00,User_18,Logout,Server_1,192.168.219.181,Remote,N/A
2024-01-08 14:11:00,User_30,Configuration_Change,N/A,192.168.154.146,HQ,False
2024-01-08 14:11:00,User_46,Login,Server_1,192.168.133.69,HQ,N/A
2024-01-08 14:30:00,User_20,Failed_Login,N/A,192.168.207.135,HQ,True
2024-01-08 14:30:00,User_68,File_Access,N/A,192.168.25.84,HQ,N/A
2024-01-08 14:38:00,User_40,File_Access,N/A,192.168.18.0,HQ,N/A
2024-01-08 15:40:00,User_47,File_Access,N/A,192.168.17.204,Remote,N/A
2024-01-08 15:40:00,User_98,Logout,N/A,192.168.247.189,Remote,True
2024-01-08 16:02:00,User_10,Failed_Login,File_2,192.168.55.68,HQ,N/A
2024-01-08 16:02:00,User_94,Logout,N/A,192.168.179.174,Branch_Office,N/A
2024-01-08 18:49:00,User_49,Configuration_Change,N/A,192.168.125.93,HQ,N/A
2024-01-08 18:49:00,User_78,File_Access,N/A,192.168.4.252,HQ,False
2024-01-08 18:56:00,User_65,Logout,Database_1,192.168.57.150,Remote,N/A
2024-01-08 20:44:00,User_51,Login,N/A,192.168.126.157,Branch_Office,N/A
2024-01-08 22:22:00,User_45,File_Access,File_2,192.168.55.29,Branch_Office,True
2024-01-09 02:16:00,User_69,Configuration_Change,N/A,192.168.1.239,Remote,N/A
2024-01-09 03:14:00,User_56,File_Access,N/A,192.168.141.195,Remote,N/A
2024-01-09 05:23:00,User_37,Configuration_Change,N/A,192.168.191.57,Branch_Office,True
2024-01-09 05:23:00,User_50,Logout,N/A,192.168.210.13,Branch_Office,True
2024-01-09 07:49:00,User_58,Logout,N/A,192.168.92.234,Remote,N/A
2024-01-09 07:49:00,User_24,Failed_Login,N/A,192.168.194.167,Branch_Office,False
2024-01-09 08:38:00,User_29,Failed_Login,Database_1,192.168.83.129,Branch_Office,N/A
2024-01-09 13:19:00,User_59,Logout,N/A,192.168.8.81,Branch_Office,N/A
2024-01-09 13:19:00,User_72,Login,Database_1,192.168.114.200,Remote,N/A
2024-01-09 15:41:00,User_43,Login,File_2,192.168.101.248,HQ,N/A
2024-01-09 15:41:00,User_14,File_Access,N/A,192.168.213.84,HQ,N/A
2024-01-09 17:34:00,User_60,Configuration_Change,File_2,192.168.104.244,Remote,True
2024-01-09 19:53:00,User_65,Configuration_Change,Server_1,192.168.244.219,Branch_Office,N/A
2024-01-09 20:22:00,User_30,Configuration_Change,File_1,192.168.125.97,Remote,N/A
2024-01-09 21:03:00,User_77,Login,N/A,192.168.126.72,Remote,N/A
2024-01-09 21:03:00,User_91,Failed_Login,N/A,192.168.231.219,HQ,N/A
2024-01-10 00:26:00,User_83,Configuration_Change,Server_1,192.168.98.92,HQ,N/A
2024-01-10 02:24:00,User_64,Logout,File_2,192.168.133.255,Branch_Office,N/A
2024-01-10 02:24:00,User_100,Logout,Server_2,192.168.65.84,Remote,N/A
2024-01-10 02:38:00,User_83,Configuration_Change,Server_2,192.168.158.112,Branch_Office,N/A
2024-01-10 04:20:00,User_3,File_Access,Server_2,192.168.33.137,HQ,N/A
2024-01-10 05:14:00,User_46,Failed_Login,File_2,192.168.154.200,Branch_Office,N/A
2024-01-10 05:14:00,User_98,Configuration_Change,N/A,192.168.103.74,HQ,False
2024-01-10 05:49:00,User_16,Configuration_Change,Database_1,192.168.108.27,Branch_Office,N/A
2024-01-10 05:49:00,User_30,File_Access,Database_1,192.168.227.13,Branch_Office,N/A
2024-01-10 06:57:00,User_75,Logout,Server_1,192.168.47.142,Remote,N/A
2024-01-10 06:57:00,User_86,Logout,Database_1,192.168.240.51,Remote,False
2024-01-10 08:16:00,User_28,Failed_Login,N/A,192.168.251.59,Branch_Office,N/A
2024-01-10 10:48:00,User_81,File_Access,Database_1,192.168.125.136,Remote,N/A
2024-01-10 12:32:00,User_66,Login,Database_1,192.168.66.226,Remote,N/A
2024-01-10 13:09:00,User_71,Logout,Server_1,192.168.24.199,Branch_Office,N/A
2024-01-10 14:03:00,User_83,Logout,N/A,192.168.16.137,HQ,True
2024-01-10 17:02:00,User_98,File_Access,Database_1,192.168.44.201,Branch_Office,N/A
2024-01-10 17:48:00,User_65,Logout,N/A,192.168.199.20,Branch_Office,True
2024-01-10 19:03:00,User_3,File_Access,File_1,192.168.221.225,Branch_Office,N/A
2024-01-10 19:03:00,User_83,Logout,N/A,192.168.168.104,Branch_Office,N/A
2024-01-10 20:46:00,User_79,Logout,N/A,192.168.123.17,HQ,False
2024-01-10 20:46:00,User_1,Login,N/A,192.168.204.155,Branch_Office,N/A
2024-01-10 20:47:00,User_99,Login,N/A,192.168.241.227,Branch_Office,N/A
2024-01-10 20:51:00,User_70,Logout,N/A,192.168.217.158,Branch_Office,N/A
2024-01-10 22:50:00,User_7,Login,Database_1,192.168.40.64,Remote,N/A
2024-01-10 22:50:00,User_25,Login,N/A,192.168.154.79,HQ,N/A
2024-01-10 22:50:00,User_7,Configuration_Change,Database_1,192.168.49.218,HQ,N/A
2024-01-11 00:02:00,User_26,Logout,N/A,192.168.25.213,Remote,N/A
2024-01-11 00:02:00,User_32,Logout,N/A,192.168.251.146,HQ,N/A
2024-01-11 02:50:00,User_1,File_Access,Database_1,192.168.59.180,HQ,False
2024-01-11 02:50:00,User_24,Logout,N/A,192.168.253.102,Remote,N/A
2024-01-11 02:50:00,User_90,Logout,N/A,192.168.28.231,HQ,N/A
2024-01-11 04:42:00,User_73,Configuration_Change,N/A,192.168.74.175,HQ,N/A
2024-01-11 05:23:00,User_52,Logout,N/A,192.168.79.202,Remote,N/A
2024-01-11 05:36:00,User_99,Login,N/A,192.168.185.160,Remote,N/A
2024-01-11 05:36:00,User_87,Login,File_2,192.168.71.11,Remote,N/A
2024-01-11 05:36:00,User_59,Login,File_2,192.168.224.216,Branch_Office,N/A
2024-01-11 08:24:00,User_26,Login,N/A,192.168.197.27,HQ,N/A
2024-01-11 08:24:00,User_92,Logout,Server_1,192.168.77.139,Remote,N/A
2024-01-11 08:35:00,User_83,Login,N/A,192.168.149.205,Remote,N/A
2024-01-11 12:24:00,User_42,Configuration_Change,N/A,192.168.123.25,HQ,N/A
2024-01-11 12:42:00,User_49,File_Access,N/A,192.168.101.115,Branch_Office,N/A
2024-01-11 12:42:00,User_99,Login,Database_1,192.168.112.42,HQ,False
2024-01-11 14:02:00,User_14,Failed_Login,Server_2,192.168.22.38,HQ,N/A
2024-01-11 14:07:00,User_52,Failed_Login,N/A,192.168.159.230,Branch_Office,N/A
2024-01-11 18:39:00,User_24,Login,N/A,192.168.22.49,Branch_Office,N/A
2024-01-11 19:09:00,User_78,Logout,N/A,192.168.208.107,Remote,N/A
2024-01-11 23:19:00,User_16,Login,N/A,192.168.115.204,HQ,N/A
2024-01-11 23:28:00,User_27,Login,N/A,192.168.165.33,Remote,True
2024-01-12 04:18:00,User_52,Login,File_2,192.168.148.52,Branch_Office,N/A
2024-01-12 04:44:00,User_100,File_Access,N/A,192.168.176.186,HQ,N/A
2024-01-12 05:24:00,User_50,Logout,N/A,192.168.78.168,Remote,N/A
2024-01-12 05:24:00,User_13,Failed_Login,N/A,192.168.32.204,HQ,True
2024-01-12 05:24:00,User_65,Login,N/A,192.168.160.186,Branch_Office,N/A
2024-01-12 07:20:00,User_13,Configuration_Change,File_2,192.168.209.20,Remote,N/A
2024-01-12 07:20:00,User_89,File_Access,N/A,192.168.135.173,Remote,N/A
2024-01-12 08:12:00,User_9,Configuration_Change,N/A,192.168.183.96,HQ,N/A
2024-01-12 10:59:00,User_42,Failed_Login,N/A,192.168.46.7,HQ,N/A
2024-01-12 10:59:00,User_57,Configuration_Change,N/A,192.168.95.232,Remote,N/A
2024-01-12 15:21:00,User_28,Configuration_Change,Server_2,192.168.15.197,HQ,N/A
2024-01-12 15:22:00,User_92,Logout,Database_1,192.168.8.53,HQ,N/A
2024-01-12 15:22:00,User_39,Configuration_Change,File_1,192.168.227.129,Remote,N/A
2024-01-12 17:08:00,User_88,Failed_Login,N/A,192.168.183.20,Remote,N/A
2024-01-12 20:22:00,User_81,File_Access,Server_2,192.168.39.82,Remote,False
2024-01-12 20:22:00,User_69,Configuration_Change,N/A,192.168.240.143,HQ,N/A
2024-01-12 20:22:00,User_85,Failed_Login,N/A,192.168.159.138,Branch_Office,N/A
2024-01-12 22:09:00,User_7,Configuration_Change,Server_1,192.168.152.231,HQ,N/A
2024-01-12 22:17:00,User_18,Logout,N/A,192.168.60.191,Remote,N/A
2024-01-12 22:17:00,User_6,Failed_Login,Database_1,192.168.18.121,HQ,True
2024-01-12 22:46:00,User_82,Login,File_2,192.168.22.72,Remote,True
2024-01-13 00:09:00,User_27,Failed_Login,N/A,192.168.127.173,Branch_Office,N/A
2024-01-13 01:33:00,User_72,File_Access,File_1,192.168.62.26,Branch_Office,N/A
2024-01-13 01:33:00,User_60,Configuration_Change,N/A,192.168.159.249,HQ,N/A
2024-01-13 01:37:00,User_5,Configuration_Change,N/A,192.168.22.16,HQ,N/A
2024-01-13 04:14:00,User_87,Configuration_Change,N/A,192.168.62.220,Remote,N/A
2024-01-13 05:41:00,User_72,Failed_Login,N/A,192.168.252.151,HQ,True
2024-01-13 07:58:00,User_69,Failed_Login,File_2,192.168.184.61,Remote,N/A
2024-01-13 09:30:00,User_25,Login,Database_1,192.168.227.242,Remote,N/A
2024-01-13 09:30:00,User_56,Failed_Login,N/A,192.168.4.11,Remote,N/A
2024-01-13 09:39:00,User_43,File_Access,Database_1,192.168.187.244,Branch_Office,N/A
2024-01-13 09:39:00,User_62,File_Access,Server_1,192.168.156.226,Remote,N/A
2024-01-13 09:49:00,User_58,File_Access,N/A,192.168.127.75,Branch_Office,True
2024-01-13 09:49:00,User_13,Login,N/A,192.168.215.138,Remote,False
2024-01-13 10:40:00,User_29,Failed_Login,N/A,192.168.169.161,Remote,False
2024-01-13 10:40:00,User_90,Configuration_Change,Database_1,192.168.18.6,Branch_Office,N/A
2024-01-13 10:40:00,User_27,Login,File_2,192.168.126.134,HQ,N/A
2024-01-13 11:23:00,User_23,Login,N/A,192.168.12.184,HQ,N/A
2024-01-13 11:43:00,User_56,Configuration_Change,File_1,192.168.130.30,Branch_Office,N/A
2024-01-13 12:20:00,User_57,Logout,N/A,192.168.196.115,Remote,N/A
2024-01-13 12:20:00,User_46,Logout,N/A,192.168.159.12,Branch_Office,N/A
2024-01-13 13:37:00,User_10,Configuration_Change,N/A,192.168.72.227,Branch_Office,N/A
2024-01-13 13:37:00,User_17,Login,N/A,192.168.112.151,Branch_Office,N/A
2024-01-13 16:02:00,User_87,Failed_Login,N/A,192.168.241.193,Remote,N/A
2024-01-13 17:53:00,User_73,Configuration_Change,File_1,192.168.190.212,Branch_Office,N/A
2024-01-13 20:05:00,User_41,Configuration_Change,N/A,192.168.170.23,Remote,N/A
2024-01-13 20:21:00,User_98,File_Access,Server_1,192.168.91.73,Branch_Office,N/A
2024-01-13 21:55:00,User_22,Logout,N/A,192.168.179.119,Branch_Office,N/A
2024-01-13 22:02:00,User_53,File_Access,Database_1,192.168.154.106,HQ,N/A
2024-01-13 23:25:00,User_11,File_Access,N/A,192.168.103.49,HQ,N/A
2024-01-14 00:36:00,User_45,Configuration_Change,N/A,192.168.248.130,Branch_Office,N/A
2024-01-14 01:18:00,User_55,Login,File_2,192.168.52.104,Branch_Office,True
2024-01-14 01:18:00,User_3,Login,N/A,192.168.135.40,Remote,N/A
