IncidentID,Timestamp,Resource,UserID,IncidentType,Severity,ResolutionTime,Recurring,AnomalyScore
INC_27,2023-06-18 05:28:00,Resource_10,User_181,Performance,High,14.963011084388894,False,0.8830249292108234
INC_28,2023-10-03 21:58:00,Resource_4,User_301,Outage,High,41.474636359888756,False,0.007345570862841266
INC_29,2023-05-29 16:42:00,Resource_14,User_81,Performance,Low,11.659269530103328,False,0.10152755781231337
INC_30,2023-06-23 14:07:00,Resource_6,User_153,Configuration Issue,High,9.295485119574966,False,0.3334947915394395
INC_31,2023-07-22 11:09:00,Resource_38,User_459,Security Breach,Low,16.234888096227763,True,0.7020160546958512
INC_32,2023-02-25 12:19:00,Resource_20,User_414,Outage,Low,17.97414660741035,False,0.15315677180284903
INC_33,2023-08-22 13:20:00,Resource_30,User_140,Security Breach,Low,28.59682461878911,False,0.8673819136548981
INC_34,2023-02-08 02:02:00,Resource_15,User_496,Performance,Medium,22.054447562595946,False,0.05967507737687616
INC_35,2023-11-05 17:34:00,Resource_20,User_17,Performance,High,3.3400642940619223,False,0.549583935768714
INC_36,2023-02-11 17:58:00,Resource_39,User_35,Performance,Low,33.558177336547836,True,0.941084162177234
INC_37,2023-09-23 15:11:00,Resource_24,User_69,Performance,Medium,12.265872789717251,False,0.5444719872418904
INC_38,2023-04-14 04:59:00,Resource_40,User_346,Outage,Medium,14.053159727061102,True,0.5161848195576709
INC_39,2023-02-08 08:27:00,Resource_20,User_78,Configuration Issue,Medium,15.972048950383384,False,0.99884973196547
INC_40,2023-07-03 23:52:00,Resource_29,User_335,Hardware Failure,Medium,29.565292839725956,False,0.7162226106861047
INC_41,2023-08-13 22:51:00,Resource_11,User_106,Security Breach,Low,27.55780995055432,True,0.3629775306092312
INC_42,2023-05-30 12:11:00,Resource_1,User_349,Performance,Low,4.840663481595264,False,0.7425514141172264
INC_43,2023-03-08 06:25:00,Resource_46,User_467,Security Breach,Low,12.041382675141561,False,0.43959905762383267
INC_44,2023-09-21 19:28:00,Resource_37,User_68,Performance,Medium,46.45616377885241,True,0.5540980716822647
INC_45,2023-07-28 08:11:00,Resource_26,User_200,Performance,Low,42.38256838522892,False,0.38585597861172394
INC_46,2023-08-31 12:49:00,Resource_40,User_178,Hardware Failure,Medium,0.9165301862733473,True,0.665721581809242
INC_47,2023-08-12 10:07:00,Resource_18,User_63,Performance,Medium,18.012931076480996,False,0.21833711851441906
INC_48,2023-01-02 22:36:00,Resource_37,User_188,Outage,Low,7.504643792728084,True,0.5399587937628235
INC_49,2023-07-28 14:54:00,Resource_3,User_468,Outage,Low,11.818286047797127,False,0.7527170592113784
INC_50,2023-11-03 20:07:00,Resource_10,User_49,Outage,Low,27.902777634260392,False,0.7146536259330848
INC_51,2023-12-08 14:04:00,Resource_24,User_449,Performance,Low,6.883653518217671,False,0.6687054055438847
INC_52,2023-11-27 18:47:00,Resource_46,User_379,Hardware Failure,Low,44.58072992046033,False,0.15349857192803396
INC_53,2023-07-10 14:57:00,Resource_21,User_163,Performance,Low,8.884049564506359,False,0.8535085491340585
INC_54,2023-09-25 20:39:00,Resource_22,User_2,Outage,Medium,31.67387968990514,False,0.6141865465522846
INC_55,2023-01-19 01:23:00,Resource_46,User_318,Outage,Medium,0.8336843896532538,False,0.9534798865215198
INC_56,2023-04-26 17:34:00,Resource_43,User_49,Performance,Low,25.195280006279944,False,0.26765196862697427
INC_57,2023-02-03 20:06:00,Resource_36,User_469,Configuration Issue,High,27.859915865022806,False,0.6929096729867371
INC_58,2023-08-02 05:44:00,Resource_35,User_194,Performance,Medium,42.276750347867505,False,0.6112145126672461
INC_59,2023-05-12 17:59:00,Resource_30,User_18,Outage,Medium,35.92911924790459,False,0.39670130087418365
INC_60,2023-10-14 22:25:00,Resource_31,User_255,Configuration Issue,High,14.781558612254278,False,0.2558527407858573
INC_61,2023-04-04 13:16:00,Resource_43,User_193,Outage,High,39.6912529099203,False,0.0464728385634795
INC_62,2023-12-27 06:15:00,Resource_20,User_485,Outage,Medium,12.828641486526669,True,0.6847519512318841
INC_63,2023-08-02 07:11:00,Resource_35,User_68,Performance,High,4.532834809069618,False,0.2280812898161687
INC_64,2023-05-09 12:25:00,Resource_7,User_440,Performance,Low,21.34579467044926,False,0.8525614418784314
INC_65,2023-01-28 21:38:00,Resource_46,User_230,Performance,High,32.183015732662014,False,0.15961585131474787
INC_66,2023-01-05 14:11:00,Resource_6,User_26,Security Breach,Medium,47.04169836142498,False,0.8578169060108367
INC_67,2023-04-29 13:02:00,Resource_29,User_350,Configuration Issue,Low,26.53714321179089,False,0.6997368721889315
INC_68,2023-10-29 15:38:00,Resource_16,User_162,Security Breach,Low,44.951008145614225,False,0.4297757914564697
INC_69,2023-11-07 17:58:00,Resource_50,User_141,Configuration Issue,Low,45.750497152095825,False,0.31940653331382574
INC_70,2023-08-15 21:36:00,Resource_15,User_401,Configuration Issue,Critical,27.222839946997823,False,0.7482168586655967
INC_71,2023-03-01 17:26:00,Resource_6,User_137,Security Breach,Low,26.41108455411296,False,0.9778992435378243
INC_72,2023-05-02 15:11:00,Resource_35,User_94,Outage,Critical,6.981382051067047,False,0.14612405821750607
INC_73,2023-09-18 16:41:00,Resource_1,User_24,Hardware Failure,Low,4.760532449713212,True,0.8659124365601779
INC_74,2023-11-09 02:33:00,Resource_33,User_343,Configuration Issue,Low,5.415287991773289,True,0.4511451090663363
INC_75,2023-05-24 22:43:00,Resource_19,User_149,Configuration Issue,Low,16.74171670568601,False,0.5620225476274274
INC_76,2023-06-10 23:33:00,Resource_6,User_206,Configuration Issue,Critical,31.607422057044722,False,0.7066759763919357
INC_77,2023-12-29 21:07:00,Resource_43,User_277,Outage,Low,34.24510373879669,False,0.46325590184228604
INC_78,2023-07-22 05:51:00,Resource_20,User_138,Performance,Low,31.51414611209735,False,0.3061504699281802
INC_79,2023-01-20 17:43:00,Resource_27,User_165,Performance,High,15.410107039070201,False,0.6993518616303241
INC_80,2023-04-08 13:53:00,Resource_25,User_312,Outage,Medium,3.9579266597372085,False,0.6429289455827021
INC_81,2023-04-22 07:47:00,Resource_36,User_339,Security Breach,Medium,32.31516661934765,False,0.5737148052996732
INC_82,2023-11-12 12:56:00,Resource_12,User_201,Hardware Failure,High,5.471205189931005,False,0.1744986524190778
INC_83,2023-04-30 13:23:00,Resource_28,User_10,Performance,Medium,29.433216072433517,False,0.7498524220970759
INC_84,2023-05-29 14:05:00,Resource_11,User_136,Outage,Low,44.64773004613112,False,0.424454159348557
INC_85,2023-02-17 01:27:00,Resource_15,User_53,Performance,Medium,18.937098711459626,False,0.40239253891862015
INC_86,2023-12-31 09:03:00,Resource_35,User_64,Performance,Low,23.002189759782436,False,0.0856237025374913
INC_87,2023-12-17 08:45:00,Resource_41,User_264,Configuration Issue,Low,11.711289587564925,False,0.9436710984799759
INC_88,2023-04-17 22:12:00,Resource_16,User_68,Performance,High,41.50203666437962,False,0.713364726941003
INC_89,2023-03-02 01:17:00,Resource_37,User_434,Configuration Issue,Low,27.787117120679024,False,0.3701642223631294
INC_90,2023-08-15 21:52:00,Resource_34,User_74,Configuration Issue,Medium,23.601582733455615,False,0.235776821130121
INC_91,2023-10-25 10:08:00,Resource_24,User_448,Performance,Low,3.6845175587743433,False,0.8417336983096525
INC_92,2023-11-28 10:57:00,Resource_23,User_405,Performance,Low,1.129766851933268,False,0.49993629398216644
INC_93,2023-09-16 00:52:00,Resource_31,User_95,Security Breach,Low,5.071508176932079,False,0.8218108685957598
INC_94,2023-11-17 03:48:00,Resource_42,User_267,Performance,Low,7.909188631975757,True,0.4826566004673155
INC_95,2023-05-12 01:35:00,Resource_3,User_252,Configuration Issue,Medium,19.485485867202136,False,0.07473447697980173
INC_96,2023-04-26 05:32:00,Resource_42,User_386,Configuration Issue,Low,3.555683259947132,False,0.2810980227040164
INC_97,2023-01-18 00:42:00,Resource_39,User_236,Configuration Issue,Low,2.382948312373523,False,0.2408576477196709
INC_98,2023-06-03 02:25:00,Resource_4,User_154,Performance,Low,41.976204477719534,True,0.7834529154772721
INC_99,2023-12-17 13:28:00,Resource_14,User_361,Outage,Low,28.66969790130441,False,0.6233078139994954
INC_100,2023-01-12 08:31:00,Resource_48,User_408,Configuration Issue,Low,45.51190083018202,False,0.1235586040745793
INC_101,2023-12-07 10:21:00,Resource_30,User_447,Performance,Low,8.457630658194002,False,0.045664633620640216
INC_102,2023-09-26 18:30:00,Resource_14,User_171,Configuration Issue,Low,32.60176629753535,False,0.0410318142878382
INC_103,2023-07-30 01:00:00,Resource_19,User_153,Configuration Issue,Medium,7.9213591515915835,True,0.7787432722174042
INC_104,2023-03-14 09:09:00,Resource_9,User_63,Configuration Issue,Low,15.558002089661603,False,0.47464616543904403
INC_105,2023-02-14 03:05:00,Resource_38,User_104,Performance,Critical,43.866259878145144,False,0.4467184252664953
INC_106,2023-08-10 04:07:00,Resource_45,User_424,Performance,Low,9.095585880070656,False,0.8182843187429494
INC_107,2023-11-18 06:14:00,Resource_34,User_113,Outage,High,13.407553015640065,False,0.7145309555517708
INC_108,2023-10-10 19:14:00,Resource_39,User_193,Performance,Low,4.316180003655867,False,0.6314489952461304
INC_109,2023-09-15 17:55:00,Resource_11,User_354,Configuration Issue,Low,22.121677059344172,False,0.40517743744207757
INC_110,2023-12-31 20:22:00,Resource_41,User_62,Performance,Medium,15.655603508153128,False,0.35219783444535846
INC_111,2023-09-12 13:25:00,Resource_41,User_251,Hardware Failure,Low,30.883027014667675,False,0.47703754088286665
INC_112,2023-08-27 05:17:00,Resource_37,User_154,Outage,High,32.57072791066976,False,0.6043254851463139
INC_113,2023-05-12 12:33:00,Resource_44,User_58,Performance,Low,32.91934710299883,False,0.3943766364574316
INC_114,2023-11-15 06:46:00,Resource_46,User_339,Hardware Failure,Medium,15.986821505345855,False,0.7024796516142007
INC_115,2023-01-07 01:39:00,Resource_19,User_56,Performance,Low,21.676895062701295,False,0.6442012397192368
INC_116,2023-11-02 21:56:00,Resource_38,User_415,Security Breach,Low,14.808967068943453,True,0.9208732485669542
INC_117,2023-12-01 05:03:00,Resource_4,User_224,Performance,Medium,18.530634448348135,False,0.7521374461237699
INC_118,2023-12-12 13:09:00,Resource_26,User_313,Security Breach,Low,30.549948910546565,False,0.8188510870469581
INC_119,2023-03-21 03:06:00,Resource_5,User_404,Performance,Low,8.56198457589782,False,0.9486644794949161
INC_120,2023-01-31 12:21:00,Resource_30,User_489,Outage,Low,34.953559162701396,False,0.0428057773133842
INC_121,2023-04-21 18:47:00,Resource_9,User_408,Hardware Failure,Medium,15.227379539775214,False,0.5790790451437731
INC_122,2023-01-03 08:51:00,Resource_9,User_62,Outage,Low,37.84711447048475,False,0.24235376837427258
INC_123,2023-09-30 13:57:00,Resource_42,User_253,Performance,High,9.578981261399457,False,0.41024801155436386
INC_124,2023-05-02 01:02:00,Resource_34,User_449,Outage,Low,8.747476052858666,False,0.8004986570906788
INC_125,2023-11-17 07:51:00,Resource_43,User_197,Outage,Low,32.56611956213884,False,0.6516664807725056
INC_126,2023-02-15 10:51:00,Resource_3,User_349,Configuration Issue,Medium,19.64676611492795,False,0.42825162261779137
INC_127,2023-04-06 12:25:00,Resource_38,User_130,Performance,Low,36.29738773569927,False,0.9640114058821139
INC_128,2023-03-24 15:23:00,Resource_21,User_84,Performance,Low,32.16099707031708,False,0.11709559505552092
INC_129,2023-09-15 15:49:00,Resource_14,User_62,Configuration Issue,Critical,46.483067050135155,False,0.9832653594722958
INC_130,2023-12-04 20:41:00,Resource_44,User_119,Security Breach,Low,42.94757020258317,False,0.0905536124513151
INC_131,2023-08-27 08:01:00,Resource_10,User_182,Performance,Low,37.505491340302825,False,0.8284898476437926
INC_132,2023-02-02 14:05:00,Resource_40,User_30,Configuration Issue,Low,44.819823512320575,False,0.11428599641494941
INC_133,2023-03-29 13:54:00,Resource_40,User_465,Outage,Low,33.96278945892212,True,0.8439367718183544
INC_134,2023-04-03 03:52:00,Resource_19,User_281,Configuration Issue,High,45.13590317884173,False,0.29845150365875095
INC_135,2023-11-08 05:22:00,Resource_9,User_168,Security Breach,Critical,29.832656427348518,True,0.7785853764378691
INC_136,2023-10-13 02:56:00,Resource_44,User_230,Performance,Medium,7.977083842145827,False,0.7175321510738519
INC_137,2023-02-01 09:05:00,Resource_18,User_31,Performance,Medium,42.86509495641409,False,0.3842445652141825
INC_138,2023-03-08 01:47:00,Resource_29,User_310,Performance,Low,37.11615403097373,True,0.5400793462835616
INC_139,2023-05-23 13:27:00,Resource_3,User_15,Security Breach,Medium,8.862405820372427,False,0.639455913310006
INC_140,2023-04-07 15:45:00,Resource_18,User_116,Performance,Low,47.25609197911463,False,0.12335046601155586
INC_141,2023-09-23 05:24:00,Resource_49,User_426,Configuration Issue,Low,33.47994110522189,False,0.5189115540368726
INC_142,2023-02-05 01:05:00,Resource_23,User_267,Outage,Medium,31.195310410315525,False,0.16844177728067222
INC_143,2023-10-09 12:31:00,Resource_26,User_291,Performance,Low,45.40117232734948,False,0.9020743046719077
INC_144,2023-09-14 09:24:00,Resource_41,User_27,Configuration Issue,Medium,43.18535499361223,False,0.6961736417593413
INC_145,2023-05-20 03:29:00,Resource_26,User_2,Performance,Critical,18.738320979112892,False,0.6190273552010234
INC_146,2023-11-24 21:26:00,Resource_40,User_268,Performance,High,46.066125186463395,False,0.337355400468932
INC_147,2023-09-13 23:39:00,Resource_34,User_151,Outage,Medium,43.9168604637897,True,0.1711500464807001
INC_148,2023-10-28 12:27:00,Resource_47,User_400,Security Breach,Critical,26.457807454339473,False,0.6824965727957679
INC_149,2023-11-19 05:41:00,Resource_19,User_163,Performance,Low,42.35752126155919,False,0.19360625220363026
INC_150,2023-03-08 19:16:00,Resource_12,User_23,Performance,Low,33.10986098060097,False,0.4115517126072631
INC_151,2023-06-14 14:40:00,Resource_17,User_424,Performance,Medium,39.343414284464274,False,0.22632526810006048
INC_152,2023-08-01 08:55:00,Resource_8,User_377,Performance,High,39.97539268561768,False,0.7671982483593554
INC_153,2023-12-10 17:31:00,Resource_14,User_29,Performance,Low,18.887960525497054,False,0.489526998506267
INC_154,2023-06-02 04:42:00,Resource_47,User_382,Outage,Medium,36.19930846258041,False,0.3834463982094599
INC_155,2023-12-15 14:08:00,Resource_5,User_186,Configuration Issue,Medium,9.132565762727763,False,0.48165612280732994
INC_156,2023-02-02 11:09:00,Resource_44,User_230,Outage,Low,17.897608440143745,False,0.9896568499158985
INC_157,2023-12-31 11:45:00,Resource_22,User_480,Outage,Low,20.10545285323776,False,0.4562701558922111
INC_158,2023-10-14 10:21:00,Resource_34,User_455,Performance,Medium,31.793061012769414,True,0.10174170222487744
INC_159,2023-12-26 18:15:00,Resource_26,User_455,Configuration Issue,High,45.17776067805151,True,0.7717128198902103
INC_160,2023-02-10 12:20:00,Resource_43,User_420,Outage,Medium,30.409377307523023,False,0.8336397466089227
INC_161,2023-04-23 19:06:00,Resource_32,User_216,Performance,Medium,40.38522442606233,False,0.9521410372582295
INC_162,2023-02-23 16:49:00,Resource_12,User_252,Configuration Issue,Medium,28.832026745853458,False,0.8294476617252655
INC_163,2023-07-11 14:32:00,Resource_35,User_96,Performance,High,4.383047673492766,False,0.5519897316531863
INC_164,2023-10-02 10:19:00,Resource_2,User_228,Outage,Medium,23.78336079087017,True,0.1482064616452703
INC_165,2023-06-23 23:52:00,Resource_13,User_73,Outage,Medium,16.20048447850337,False,0.20201224967541165
INC_166,2023-11-28 19:16:00,Resource_20,User_392,Security Breach,Critical,6.513747835649424,False,0.29107083199867956
INC_167,2023-04-13 03:15:00,Resource_46,User_25,Outage,Low,5.4785655620434515,True,0.36540361643022645
INC_168,2023-01-24 22:12:00,Resource_19,User_37,Configuration Issue,Low,15.914234509957307,False,0.22455630942865423
INC_169,2023-01-19 07:28:00,Resource_47,User_110,Performance,Medium,45.306243029672466,False,0.02333565757976397
INC_170,2023-10-31 14:53:00,Resource_18,User_54,Security Breach,Low,8.33826439381576,True,0.5057266833917492
INC_171,2023-09-01 11:51:00,Resource_43,User_469,Configuration Issue,Critical,22.96398522372118,False,0.21383359546211078
INC_172,2023-11-24 22:42:00,Resource_4,User_173,Security Breach,Low,1.130652090598236,False,0.8227229241722587
INC_173,2023-05-13 19:23:00,Resource_22,User_93,Hardware Failure,Low,30.525481072278573,False,0.452588451697332
INC_174,2023-01-26 20:04:00,Resource_15,User_271,Performance,Low,41.643218273554346,False,0.8486304130692747
INC_175,2023-04-29 17:54:00,Resource_16,User_88,Outage,Low,33.75362396368056,False,0.17517313499013965
INC_176,2023-11-15 06:50:00,Resource_30,User_302,Performance,Medium,40.0482773620798,False,0.3781005931159568
INC_177,2023-12-05 20:35:00,Resource_26,User_129,Performance,Low,44.81121199158557,False,0.3141775494032445
INC_178,2023-09-23 06:16:00,Resource_31,User_16,Outage,Low,16.872782977986425,False,0.6104543215537812
INC_179,2023-11-15 16:24:00,Resource_5,User_183,Outage,Low,42.91456479425926,False,0.23035875159030483
INC_180,2023-10-25 11:59:00,Resource_16,User_274,Performance,Low,39.06349907878849,False,0.693498488533399
INC_181,2023-04-30 10:56:00,Resource_14,User_78,Security Breach,Low,7.900779434382788,False,0.4550278708836474
INC_182,2023-10-12 01:55:00,Resource_4,User_280,Performance,Medium,25.480196285513475,True,0.5947679545401778
INC_183,2023-10-04 11:30:00,Resource_8,User_136,Performance,Medium,17.937979781073928,False,0.8788071993636
INC_184,2023-08-24 18:58:00,Resource_27,User_418,Hardware Failure,High,6.684552632519267,False,0.575193028374287
INC_185,2023-11-14 21:42:00,Resource_18,User_192,Hardware Failure,Low,3.4404232008212046,False,0.5340509335062872
INC_186,2023-12-15 12:28:00,Resource_2,User_305,Outage,Low,42.254581047617975,False,0.3513733910755876
INC_187,2023-05-20 21:31:00,Resource_33,User_100,Hardware Failure,Low,14.98725838419049,False,0.8461972095387219
INC_188,2023-08-09 18:14:00,Resource_40,User_327,Performance,Low,23.266308500007227,False,0.7708407192715175
INC_189,2023-10-10 00:14:00,Resource_41,User_328,Performance,High,14.61877620042612,False,0.5861887639561594
INC_190,2023-01-13 12:51:00,Resource_45,User_306,Configuration Issue,Low,4.135465615668318,False,0.6348406167841362
INC_191,2023-04-28 08:13:00,Resource_41,User_362,Configuration Issue,Medium,18.62273215948754,False,0.4980677515045818
INC_192,2023-05-27 01:58:00,Resource_24,User_468,Performance,Low,10.275419345914042,False,0.6789677461518748
INC_193,2023-09-05 06:16:00,Resource_37,User_127,Configuration Issue,Low,35.01574037391933,False,0.23565460173339492
INC_194,2023-07-20 16:47:00,Resource_41,User_146,Performance,Low,14.63860535146041,False,0.7152433861845342
INC_195,2023-05-11 17:36:00,Resource_7,User_89,Configuration Issue,High,45.27819582770417,False,0.46251883493108503
INC_196,2023-11-23 09:19:00,Resource_19,User_245,Security Breach,Low,13.695627611910014,False,0.9745098359650857
INC_197,2023-08-07 05:45:00,Resource_50,User_293,Performance,Low,33.319751222487625,False,0.4148008430187251
INC_198,2023-04-04 20:08:00,Resource_36,User_345,Configuration Issue,Low,34.27539741774825,False,0.621922388374528
INC_199,2023-06-10 17:48:00,Resource_41,User_150,Configuration Issue,Critical,47.12858464897952,False,0.37113932693461327
INC_200,2023-04-20 03:19:00,Resource_19,User_57,Configuration Issue,Critical,6.846384898490997,False,0.6181070036313749
INC_201,2023-10-30 13:41:00,Resource_31,User_364,Security Breach,Low,4.8743954281950215,False,0.6451221345304178
INC_202,2023-03-09 04:58:00,Resource_18,User_30,Hardware Failure,Low,15.790733976510085,False,0.01015893757339592
INC_203,2023-06-24 03:31:00,Resource_29,User_499,Configuration Issue,Medium,9.00277332398723,False,0.05079750966326313
INC_204,2023-07-08 18:57:00,Resource_48,User_301,Configuration Issue,High,17.61041739636347,False,0.6916128494136355
INC_205,2023-04-11 14:31:00,Resource_16,User_166,Performance,Low,29.270555155321365,False,0.18732180246795427
INC_206,2023-04-04 19:35:00,Resource_12,User_473,Performance,Low,38.45331435897356,False,0.6124291221294446
INC_207,2023-02-01 12:03:00,Resource_15,User_410,Hardware Failure,Low,30.48836502194703,False,0.962971596783221
INC_208,2023-01-22 03:31:00,Resource_17,User_33,Outage,Medium,5.460167057177159,False,0.23125657738554906
INC_209,2023-02-09 05:50:00,Resource_39,User_241,Performance,Medium,25.631487807867057,False,0.4080018379683046
INC_210,2023-08-01 21:22:00,Resource_19,User_149,Configuration Issue,Low,20.320004055372287,False,0.6351565873863497
INC_211,2023-01-05 02:23:00,Resource_31,User_146,Outage,Low,27.400401618674078,False,0.7875721340559337
INC_212,2023-02-10 15:46:00,Resource_49,User_340,Performance,Medium,25.099885989502773,False,0.548482272040313
INC_213,2023-08-07 15:16:00,Resource_2,User_400,Hardware Failure,Low,24.590032276704502,False,0.01346475654768231
INC_214,2023-12-07 22:35:00,Resource_31,User_415,Performance,Low,19.902789161416436,False,0.6577711044491604
INC_215,2023-04-04 10:06:00,Resource_18,User_341,Configuration Issue,Medium,1.6273991774205114,True,0.5860578974457876
INC_216,2023-08-04 08:10:00,Resource_36,User_497,Performance,High,44.03404758444807,True,0.051264432367225554
INC_217,2023-03-08 16:59:00,Resource_20,User_330,Outage,Low,20.055363138773334,False,0.02374641032933089
INC_218,2023-09-28 04:03:00,Resource_21,User_383,Security Breach,Low,39.75056505274653,False,0.7517361263930323
INC_219,2023-10-09 12:50:00,Resource_18,User_91,Performance,Medium,13.442379567535701,True,0.44968086090677084
INC_220,2023-05-03 19:14:00,Resource_19,User_349,Performance,Low,39.062801575368994,False,0.5720432326492682
INC_221,2023-01-11 01:17:00,Resource_29,User_285,Performance,Low,43.03030910095528,False,0.13315111160918758
INC_222,2023-08-04 17:23:00,Resource_49,User_372,Performance,High,32.78341130104181,False,0.88262852251321
INC_223,2023-10-28 04:36:00,Resource_38,User_108,Performance,High,28.776221160411726,False,0.9512619698256213
INC_224,2023-05-04 18:08:00,Resource_5,User_272,Outage,Low,23.30458109624589,False,0.940535071460809
INC_225,2023-07-19 23:49:00,Resource_39,User_147,Security Breach,Medium,2.3183955863592156,False,0.3871366122043166
INC_226,2023-10-16 00:57:00,Resource_15,User_175,Performance,Low,31.472229116487124,False,0.057249970029499275
INC_227,2023-01-13 13:43:00,Resource_34,User_487,Outage,Low,16.100718596373866,True,0.9380052799987502
INC_228,2023-01-26 15:29:00,Resource_46,User_408,Performance,Medium,32.06200119671216,False,0.2988768831289754
INC_229,2023-08-23 16:11:00,Resource_48,User_127,Outage,Low,4.686267500499725,False,0.614697928686867
INC_230,2023-06-15 19:09:00,Resource_39,User_39,Configuration Issue,High,23.23778615083985,True,0.6092740890535076
INC_231,2023-07-22 07:32:00,Resource_32,User_274,Configuration Issue,High,10.167106607087183,False,0.8673252275945629
INC_232,2023-07-13 01:10:00,Resource_48,User_250,Configuration Issue,Low,14.007380974870188,False,0.6122240328708864
INC_233,2023-10-10 01:59:00,Resource_37,User_232,Performance,Low,44.64121409477088,False,0.15272200510259437
INC_234,2023-03-20 12:34:00,Resource_45,User_189,Hardware Failure,Medium,25.50280829981651,True,0.30910334529033434
INC_235,2023-11-25 17:09:00,Resource_4,User_466,Configuration Issue,Low,23.187135839410104,False,0.8853692743020689
INC_236,2023-04-16 20:31:00,Resource_29,User_64,Configuration Issue,Low,41.98759182991228,True,0.7823396871117557
INC_237,2023-05-25 15:41:00,Resource_48,User_170,Configuration Issue,Medium,44.1639284245448,False,0.565672720262387
INC_238,2023-04-05 09:35:00,Resource_36,User_475,Outage,Low,21.920862353593144,False,0.6973325552437516
INC_239,2023-09-12 07:18:00,Resource_1,User_32,Configuration Issue,Medium,16.288413134912687,False,0.9934387166403144
INC_240,2023-09-05 21:46:00,Resource_15,User_481,Security Breach,Medium,19.25820651000616,False,0.34169770872552996
INC_241,2023-03-30 16:29:00,Resource_30,User_125,Configuration Issue,High,25.391731147489946,False,0.6173409282344617
INC_242,2023-05-14 13:38:00,Resource_8,User_132,Outage,Medium,1.8743869384352647,False,0.8250929263062622
INC_243,2023-07-11 12:39:00,Resource_39,User_192,Performance,Medium,35.146003450967804,True,0.5485790358646023
INC_244,2023-12-03 11:40:00,Resource_49,User_387,Performance,Low,33.63261034123554,False,0.838419900784494
INC_245,2023-09-02 12:16:00,Resource_18,User_16,Outage,Medium,43.44770238339443,False,0.3229539509603965
INC_246,2023-02-06 04:35:00,Resource_24,User_42,Configuration Issue,Medium,32.80326718673526,True,0.9487262179097445
INC_247,2023-12-24 02:18:00,Resource_37,User_179,Performance,Low,44.15163304101826,True,0.1439615890156558
INC_248,2023-04-03 11:20:00,Resource_7,User_126,Configuration Issue,Medium,43.67384529534499,False,0.9029032724520831
INC_249,2023-08-01 02:35:00,Resource_17,User_348,Performance,Medium,24.85929699762508,False,0.5299350192782216
