LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
31,24-01-2122,00:00:00,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.14.224:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.215.16:50010 10.251.71.193:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
32,24-01-2122,00:00:00,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
33,24-01-2122,00:00:00,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /mnt/hadoop/mapred/system/job_200811092030_0001/job.xml. blk_-3544583377289625738,E22,BLOCK* NameSystem.allocateBlock:<*>
34,24-01-2122,00:00:00,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
35,24-01-2122,00:00:00,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
36,24-01-2122,00:00:00,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
37,24-01-2122,00:00:00,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
38,24-01-2122,00:00:00,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.251.197.226:60229 dest: /10.251.197.226:50010,E5,Receiving block <*> src: /<*> dest: /<*>
39,24-01-2122,00:00:00,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.250.11.100:54800 dest: /10.250.11.100:50010,E5,Receiving block <*> src: /<*> dest: /<*>
40,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
41,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.19.102,E9,Received block <*> of size <*> from /<*>
42,24-01-2122,00:00:00,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.19.102:37673 dest: /10.250.19.102:50010,E5,Receiving block <*> src: /<*> dest: /<*>
43,24-01-2122,00:00:00,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
44,24-01-2122,00:00:00,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.251.197.226,E9,Received block <*> of size <*> from /<*>
45,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
46,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.11.100,E9,Received block <*> of size <*> from /<*>
47,24-01-2122,00:00:00,148,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.102,E3,<*> Served block <*> to /<*>
48,24-01-2122,00:00:00,149,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.19.102,E3,<*> Served block <*> to /<*>
49,24-01-2122,00:00:00,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_logs/history/ip-10-250-19-102.ec2.internal_1226291400491_job_200811092030_0001_conf.xml. blk_-9073992586687739851,E22,BLOCK* NameSystem.allocateBlock:<*>
50,24-01-2122,00:00:00,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
51,24-01-2122,00:00:00,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
52,24-01-2122,00:00:00,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
53,24-01-2122,00:00:00,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.14.196:39576 dest: /10.250.14.196:50010,E5,Receiving block <*> src: /<*> dest: /<*>
54,24-01-2122,00:00:00,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.7.244:39735 dest: /10.250.7.244:50010,E5,Receiving block <*> src: /<*> dest: /<*>
55,24-01-2122,00:00:00,145,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
56,24-01-2122,00:00:00,145,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.19.102,E9,Received block <*> of size <*> from /<*>
57,24-01-2122,00:00:00,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
58,24-01-2122,00:00:00,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.14.196,E9,Received block <*> of size <*> from /<*>
59,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
60,24-01-2122,00:00:00,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.7.244,E9,Received block <*> of size <*> from /<*>
61,24-01-2122,00:00:00,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.215.16:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.74.79:50010 10.251.107.19:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
62,24-01-2122,00:00:00,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
63,24-01-2122,00:00:00,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
64,24-01-2122,00:00:00,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.196:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
65,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_7503483334202473044 to /10.250.19.102,E3,<*> Served block <*> to /<*>
66,24-01-2122,00:00:00,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
67,24-01-2122,00:00:00,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
68,24-01-2122,00:00:00,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>
69,24-01-2122,00:00:00,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010,E5,Receiving block <*> src: /<*> dest: /<*>
70,24-01-2122,00:00:00,149,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.18.114,E3,<*> Served block <*> to /<*>
71,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.199.225,E3,<*> Served block <*> to /<*>
72,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.30.85,E3,<*> Served block <*> to /<*>
73,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataTransfer,10.251.215.16:50010:Transmitted block blk_-1608999687919862906 to /10.251.74.79:50010,E16,<*>:Transmitted block <*> to /<*>
74,24-01-2122,00:00:00,19,INFO,dfs.DataNode,"10.251.215.16:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.74.79:50010, 10.251.107.19:50010",E18,<*> Starting thread to transfer block <*> to <*>
75,24-01-2122,00:00:00,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
76,24-01-2122,00:00:00,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
77,24-01-2122,00:00:00,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010,E5,Receiving block <*> src: /<*> dest: /<*>
78,24-01-2122,00:00:00,147,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
79,24-01-2122,00:00:00,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010,E5,Receiving block <*> src: /<*> dest: /<*>
80,24-01-2122,00:00:00,148,INFO,dfs.DataNode$DataTransfer,10.251.107.19:50010:Transmitted block blk_-1608999687919862906 to /10.251.31.5:50010,E16,<*>:Transmitted block <*> to /<*>
81,24-01-2122,00:00:00,149,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.18.114,E3,<*> Served block <*> to /<*>
82,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.203.149,E3,<*> Served block <*> to /<*>
83,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.5,E3,<*> Served block <*> to /<*>
84,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.31.5,E3,<*> Served block <*> to /<*>
85,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.129,E3,<*> Served block <*> to /<*>
86,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.125.193,E3,<*> Served block <*> to /<*>
87,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.16,E3,<*> Served block <*> to /<*>
88,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.134,E3,<*> Served block <*> to /<*>
89,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.127.243,E3,<*> Served block <*> to /<*>
90,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.65.203,E3,<*> Served block <*> to /<*>
91,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.193,E3,<*> Served block <*> to /<*>
92,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.127.191,E3,<*> Served block <*> to /<*>
93,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.111.209,E3,<*> Served block <*> to /<*>
94,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.191,E3,<*> Served block <*> to /<*>
95,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.149,E3,<*> Served block <*> to /<*>
96,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.179,E3,<*> Served block <*> to /<*>
97,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.225,E3,<*> Served block <*> to /<*>
98,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.215.16,E3,<*> Served block <*> to /<*>
99,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.30.134,E3,<*> Served block <*> to /<*>
100,24-01-2122,00:00:00,154,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.192,E3,<*> Served block <*> to /<*>
101,24-01-2122,00:00:00,154,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.4,E3,<*> Served block <*> to /<*>
102,24-01-2122,00:00:00,154,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.19.227,E3,<*> Served block <*> to /<*>
103,24-01-2122,00:00:00,155,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.227,E3,<*> Served block <*> to /<*>
104,24-01-2122,00:00:00,155,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.16,E3,<*> Served block <*> to /<*>
105,24-01-2122,00:00:00,156,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.203,E3,<*> Served block <*> to /<*>
106,24-01-2122,00:00:00,156,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.177,E3,<*> Served block <*> to /<*>
107,24-01-2122,00:00:00,157,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.63,E3,<*> Served block <*> to /<*>
108,24-01-2122,00:00:00,157,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.201.204,E3,<*> Served block <*> to /<*>
109,24-01-2122,00:00:00,158,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.126.5,E3,<*> Served block <*> to /<*>
110,24-01-2122,00:00:00,158,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.83,E3,<*> Served block <*> to /<*>
111,24-01-2122,00:00:00,159,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.255,E3,<*> Served block <*> to /<*>
112,24-01-2122,00:00:00,160,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.125.237,E3,<*> Served block <*> to /<*>
113,24-01-2122,00:00:00,161,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.246,E3,<*> Served block <*> to /<*>
114,24-01-2122,00:00:00,162,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.111.209,E3,<*> Served block <*> to /<*>
115,24-01-2122,00:00:00,163,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.166,E3,<*> Served block <*> to /<*>
116,24-01-2122,00:00:00,164,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.31.160,E3,<*> Served block <*> to /<*>
117,24-01-2122,00:00:00,19,INFO,dfs.DataNode,"10.251.107.19:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.31.5:50010, 10.251.71.240:50010",E18,<*> Starting thread to transfer block <*> to <*>
118,24-01-2122,00:00:00,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.107.19:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.31.5:50010 10.251.71.240:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
119,24-01-2122,00:00:00,145,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
120,24-01-2122,00:00:00,148,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.127.243,E3,<*> Served block <*> to /<*>
121,24-01-2122,00:00:00,149,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.30.6,E3,<*> Served block <*> to /<*>
122,24-01-2122,00:00:00,149,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.19.16,E3,<*> Served block <*> to /<*>
123,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.214.225,E3,<*> Served block <*> to /<*>
124,24-01-2122,00:00:00,150,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.192,E3,<*> Served block <*> to /<*>
125,24-01-2122,00:00:00,151,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.17.177,E3,<*> Served block <*> to /<*>
126,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.71.16,E3,<*> Served block <*> to /<*>
127,24-01-2122,00:00:00,152,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.31.242,E3,<*> Served block <*> to /<*>
128,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.17.225,E3,<*> Served block <*> to /<*>
129,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.85,E3,<*> Served block <*> to /<*>
130,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.63,E3,<*> Served block <*> to /<*>
131,24-01-2122,00:00:00,153,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.66.3,E3,<*> Served block <*> to /<*>
132,24-01-2122,00:00:00,154,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.126.227,E3,<*> Served block <*> to /<*>
133,24-01-2122,00:00:00,154,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.16,E3,<*> Served block <*> to /<*>
134,24-01-2122,00:00:00,155,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.126.5,E3,<*> Served block <*> to /<*>
135,24-01-2122,00:00:00,155,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.227,E3,<*> Served block <*> to /<*>
136,24-01-2122,00:00:00,155,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.43.115,E3,<*> Served block <*> to /<*>
137,24-01-2122,00:00:00,156,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.31.242,E3,<*> Served block <*> to /<*>
